Client_ID,Categoria,SubCategoria,Produto,Ano,Mes,Cidade,Valor,Volume
5,X,Sub-Categoria 1,PDT112,2021,12,Cidade2,28971.7682900,400.0
315,X,Sub-Categoria 1,PDT112,2021,12,Cidade28,6186.5918790,100.0
3760,X,Sub-Categoria 1,PDT113,2020,2,Cidade85,54764.5200000,500.0
3760,X,Sub-Categoria 1,PDT113,2020,2,Cidade36,54764.5200000,500.0
3760,X,Sub-Categoria 1,PDT113,2020,2,Cidade17,54761.6300000,500.0
734,X,Sub-Categoria 1,PDT113,2020,2,Cidade23,1492.3400000,10.0
3760,X,Sub-Categoria 1,PDT113,2020,12,Cidade36,79487.1472700,1000.0
3760,X,Sub-Categoria 1,PDT113,2020,12,Cidade36,79487.1559900,1000.0
595,X,Sub-Categoria 1,PDT113,2020,12,Cidade93,36952.1155100,500.0
835,X,Sub-Categoria 1,PDT113,2020,12,Cidade29,20065.3725200,240.0
1119,X,Sub-Categoria 1,PDT113,2021,1,Cidade85,7334.3117370,76.0
698,X,Sub-Categoria 1,PDT113,2021,1,Cidade30,104050.7687000,1150.0
21,X,Sub-Categoria 1,PDT113,2021,1,Cidade11,16822.1227200,233.0
1341,X,Sub-Categoria 1,PDT113,2021,1,Cidade81,43066.0032700,500.0
717,X,Sub-Categoria 1,PDT113,2021,1,Cidade108,28226.1589200,283.0
3760,X,Sub-Categoria 1,PDT113,2021,2,Cidade36,101294.2088000,1500.0
3760,X,Sub-Categoria 1,PDT113,2021,2,Cidade36,33764.7301000,500.0
595,X,Sub-Categoria 1,PDT113,2021,2,Cidade93,52120.3115300,700.0
596,X,Sub-Categoria 1,PDT113,2021,2,Cidade90,37228.7886700,500.0
5,X,Sub-Categoria 1,PDT113,2021,11,Cidade2,140922.3353000,2550.0
595,X,Sub-Categoria 1,PDT113,2021,11,Cidade93,28851.9798900,531.0
2565,X,Sub-Categoria 1,PDT113,2021,12,Cidade100,36467.9676800,640.0
21,X,Sub-Categoria 1,PDT113,2021,12,Cidade11,4927.5952170,100.0
315,X,Sub-Categoria 1,PDT113,2021,12,Cidade28,19405.0911900,370.0
74,X,Sub-Categoria 1,PDT113,2021,12,Cidade2,8301.5965280,150.0
701,X,Sub-Categoria 1,PDT113,2021,12,Cidade110,35962.4974300,562.0
713,X,Sub-Categoria 1,PDT113,2021,12,Cidade6,47800.6865500,747.0
5,X,Sub-Categoria 1,PDT116,2021,11,Cidade2,3284.9805910,50.0
833,X,Sub-Categoria 1,PDT117,2020,12,Cidade17,34024.9086700,400.0
3760,X,Sub-Categoria 1,PDT117,2020,12,Cidade36,168451.5286000,2000.0
3760,X,Sub-Categoria 1,PDT117,2020,12,Cidade36,168451.5111000,2000.0
3760,X,Sub-Categoria 1,PDT117,2020,12,Cidade36,84225.7555700,1000.0
595,X,Sub-Categoria 1,PDT117,2020,12,Cidade93,82117.0089000,1000.0
2396,X,Sub-Categoria 1,PDT117,2021,1,Cidade21,4813.1412110,50.0
2396,X,Sub-Categoria 1,PDT117,2021,1,Cidade21,9770.2228780,100.0
2396,X,Sub-Categoria 1,PDT117,2021,2,Cidade21,1824.9148080,20.0
835,X,Sub-Categoria 1,PDT122,2020,12,Cidade29,4949.9774290,120.0
2376,X,Sub-Categoria 1,PDT123,2020,1,Cidade35,8362.1600000,200.0
1368,X,Sub-Categoria 1,PDT123,2020,12,Cidade86,1192.7120610,35.0
678,X,Sub-Categoria 1,PDT123,2020,12,Cidade86,10627.5728800,305.0
818,X,Sub-Categoria 1,PDT124,2020,1,Cidade86,91351.6700000,1000.0
1368,X,Sub-Categoria 1,PDT124,2020,12,Cidade86,20223.9734900,350.0
678,X,Sub-Categoria 1,PDT124,2020,12,Cidade86,106246.3840000,1800.0
487,X,Sub-Categoria 1,PDT124,2021,1,Cidade46,1237.5682780,20.0
353,X,Sub-Categoria 1,PDT125,2020,12,Cidade31,57480.6461100,2000.0
353,X,Sub-Categoria 1,PDT125,2020,12,Cidade83,40236.2028700,1400.0
353,X,Sub-Categoria 1,PDT125,2020,12,Cidade83,17244.1903500,600.0
835,X,Sub-Categoria 1,PDT125,2020,12,Cidade29,10877.4433100,240.0
1341,X,Sub-Categoria 1,PDT125,2021,1,Cidade81,5490.1907020,210.0
39,X,Sub-Categoria 1,PDT137,2020,12,Cidade56,26147.7767300,400.0
1476,X,Sub-Categoria 1,PDT137,2020,12,Cidade81,26093.2731800,370.0
3669,X,Sub-Categoria 1,PDT138,2020,12,Cidade72,7001.3078780,150.0
3617,X,Sub-Categoria 1,PDT138,2020,12,Cidade58,1785.8676440,30.0
1187,X,Sub-Categoria 1,PDT138,2020,12,Cidade52,2130.7661010,50.0
713,X,Sub-Categoria 1,PDT138,2020,12,Cidade6,935.4640311,20.0
2565,X,Sub-Categoria 1,PDT138,2021,11,Cidade100,5819.0540070,160.0
2010,X,Sub-Categoria 1,PDT138,2021,11,Cidade29,2154.3677210,60.0
1187,X,Sub-Categoria 1,PDT138,2021,12,Cidade52,8411.5793890,200.0
698,X,Sub-Categoria 3,PDT142,2021,2,Cidade30,22252.4404600,200.0
1789,X,Sub-Categoria 3,PDT145,2020,1,Cidade32,4035.8400000,40.0
726,X,Sub-Categoria 4,PDT146,2021,9,Cidade52,16264.4058300,515.0
2572,X,Sub-Categoria 4,PDT147,2020,10,Cidade91,5201.2143500,200.0
2769,X,Sub-Categoria 4,PDT147,2020,11,Cidade91,8452.4951790,305.0
436,X,Sub-Categoria 4,PDT150,2020,9,Cidade96,8437.8400000,200.0
2677,X,Sub-Categoria 4,PDT150,2020,9,Cidade2,9212.0600000,240.0
2769,X,Sub-Categoria 4,PDT150,2020,9,Cidade91,16875.5500000,400.0
799,X,Sub-Categoria 4,PDT150,2020,10,Cidade91,9552.9484410,200.0
3212,X,Sub-Categoria 4,PDT150,2020,10,Cidade85,4512.8001740,160.0
9,X,Sub-Categoria 4,PDT150,2021,9,Cidade36,83.3232601,3.0
3172,X,Sub-Categoria 4,PDT150,2021,11,Cidade72,1395.6903270,40.0
2166,X,Sub-Categoria 4,PDT153,2020,9,Cidade85,13243.0800000,450.0
2166,X,Sub-Categoria 4,PDT153,2020,11,Cidade85,13460.9888400,368.0
2396,X,Sub-Categoria 4,PDT157,2020,9,Cidade21,3470.8800000,90.0
2396,X,Sub-Categoria 4,PDT157,2020,9,Cidade21,2738.0600000,65.0
2396,X,Sub-Categoria 4,PDT157,2020,9,Cidade21,1944.9600000,80.0
3212,X,Sub-Categoria 4,PDT157,2020,9,Cidade85,2157.3200000,65.0
2144,X,Sub-Categoria 4,PDT157,2021,9,Cidade110,1280.3950870,40.0
2634,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade81,4926.2661000,1740.0
1917,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade81,4501.5925500,1590.0
2664,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade66,3100.1481000,1095.0
2051,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade72,8748.3753000,3090.0
3076,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade81,6794.8524000,2400.0
795,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade3,10744.3665000,3795.0
401,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade74,7219.5354000,2550.0
1488,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade74,2123.3961000,750.0
1171,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade72,6455.1154500,2280.0
131,XT660,Sub-Categoria 5,PDT160,2021,7,Cidade81,8085.6846000,2910.0
1917,XT660,Sub-Categoria 5,PDT160,2021,8,Cidade81,4681.5111000,1605.0
1171,XT660,Sub-Categoria 5,PDT160,2021,8,Cidade72,6650.3713500,2280.0
3109,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,663.6546000,240.0
3109,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,1825.0596000,660.0
3505,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,39249.0819000,15000.0
2443,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade11,13812.3562500,4995.0
2776,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,5337.8703000,2040.0
2671,XT660,Sub-Categoria 5,PDT160,2021,10,Cidade100,2567.7894140,960.0
2664,XT660,Sub-Categoria 5,PDT160,2021,11,Cidade66,2862.9431090,1095.0
2051,XT660,Sub-Categoria 5,PDT160,2021,11,Cidade72,8078.9901440,3090.0
795,XT660,Sub-Categoria 5,PDT160,2021,11,Cidade3,9922.2548850,3795.0
2634,XT660,Sub-Categoria 6,PDT161,2020,1,Cidade81,9336.0761940,280.0
3109,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade81,3742.9050370,120.0
1011,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade46,35502.7647100,1000.0
1337,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade36,17154.6480000,540.0
654,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade65,3772.4840690,120.0
2601,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade61,25689.1752900,940.0
874,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade68,2724.4813280,90.0
1718,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade12,12002.8474500,360.0
2229,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade10,16433.0434500,500.0
1476,XT660,Sub-Categoria 6,PDT161,2020,4,Cidade81,16670.4568600,500.0
2044,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,8430.9768550,270.0
3760,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,37139.2901700,1200.0
1337,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,12490.3346700,400.0
3157,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,4996.1319630,160.0
108,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade79,9743.0570060,320.0
2790,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,46214.2230400,1480.0
1557,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade58,325799.5430000,10000.0
3301,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade52,62445.6908600,1900.0
3624,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,2256.6753560,70.0
1517,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,12895.2578100,400.0
2491,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade36,3258.0756410,100.0
3471,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade21,8381.9166250,260.0
3441,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade21,5156.3636300,160.0
2040,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade52,15865.9738700,500.0
2429,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade11,33340.8184700,1000.0
353,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade90,180050.5042000,5780.0
1330,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade57,3255.6178660,1.0
561,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade91,13032.2835100,400.0
2396,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade21,48871.0679300,1500.0
3733,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade36,32254.9107400,990.0
3609,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,1954.8453850,60.0
1687,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,2606.4605130,80.0
1816,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,12704.9803300,400.0
84,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade36,13540.0235600,420.0
1489,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,58645.2853300,1800.0
3485,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,2932.2680770,90.0
3485,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,1303.2302560,40.0
3116,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade91,13032.2835100,400.0
2463,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,3909.6812430,120.0
489,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade60,40866.9722400,1300.0
3078,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,18245.2045400,560.0
2312,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade81,12489.1343600,380.0
2312,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade81,53242.2106600,1620.0
2928,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,6516.1417560,200.0
407,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,3909.6812430,120.0
1073,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,3909.6812430,120.0
977,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,5212.9115000,160.0
2305,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade68,3052.0512500,1.0
1650,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade93,116923.9812000,3610.0
2601,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade61,4554.1135730,1.0
1914,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade61,2185.3332070,1.0
1621,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade101,2737.2179360,1.0
353,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade31,1288.2263990,1.0
353,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade90,1953.8165490,1.0
1675,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade110,3429.4244510,120.0
1368,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade86,508.4354642,1.0
314,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade66,4220.5897390,1.0
1522,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade73,4498.2992240,1.0
315,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade28,4376.9156400,1.0
2088,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade57,4302.9728220,1.0
3458,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade47,1203.2521740,1.0
2158,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade85,14635.0574400,450.0
678,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade86,12209.5005700,1.0
1447,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade93,44012.8095100,1400.0
2491,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade36,1234.8221950,40.0
2854,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade81,9402.6647400,300.0
575,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,8184.6468650,260.0
17,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,18861.5058300,600.0
2657,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade66,12574.3372200,400.0
3563,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade72,25148.6649100,800.0
2002,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade67,25918.9867400,840.0
383,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade36,6174.1109740,200.0
3061,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade81,7216.3408020,240.0
3671,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,18887.6458800,600.0
2681,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade66,16346.6307600,520.0
3712,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,9443.8181770,300.0
1689,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade110,1714.7360410,60.0
1557,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade58,167129.7637000,5130.0
2486,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade9,35237.0487800,1220.0
1211,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade91,15718.5550200,500.0
1212,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade105,85508.9339600,2720.0
1445,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade10,62871.6384600,2000.0
2634,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,9335.5236710,280.0
900,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade108,31435.5858300,1100.0
2601,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade61,22319.5947900,710.0
3374,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade93,46276.0865600,1520.0
3034,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade7,5029.9692330,160.0
2044,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,17000.2749800,560.0
799,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade91,31435.8239900,1000.0
2482,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade112,23263.0754200,740.0
3734,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,12002.6759800,420.0
2686,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,13146.0079900,460.0
1483,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,5029.8834970,160.0
1483,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,6287.3496080,200.0
3688,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,12574.4705900,400.0
2003,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade60,21719.3071400,760.0
2003,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade60,10288.0923500,360.0
1275,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade8,138316.3852000,4400.0
1421,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,10002.4284400,300.0
1114,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade68,11431.1195200,400.0
3399,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,28578.3465700,1000.0
2729,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,15178.8162700,500.0
2548,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade27,88563.5477800,3000.0
1408,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,13145.7888800,460.0
3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade85,80211.1054000,2800.0
3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,103128.5586000,3600.0
3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,91669.8320200,3200.0
3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade17,85967.0136300,3000.0
2089,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,3334.1523410,100.0
2770,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade11,15775.1124100,480.0
310,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade70,9406.1989820,300.0
1739,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,9717.0979520,340.0
2628,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade37,32007.7614900,960.0
3265,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,17338.3428400,520.0
1117,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade83,36467.5365300,1160.0
1169,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,80478.0883100,2560.0
2710,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,25778.1410100,820.0
885,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade73,40867.1151400,1300.0
1330,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,84877.6859800,2700.0
1929,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,29550.0725600,940.0
2913,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade68,3429.5673450,120.0
2913,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade77,13718.2503300,480.0
1988,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,11316.9377900,360.0
1982,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,7430.7197220,260.0
314,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade66,14898.5442200,460.0
857,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade73,56587.5563600,1800.0
2220,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,9144.9699240,320.0
1083,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,28579.6897700,1000.0
1083,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,7144.9224430,250.0
1664,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,7125.8604000,220.0
1472,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,37153.5986100,1300.0
2088,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,15718.3740200,500.0
2088,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,10374.1335200,330.0
3359,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade100,32578.8035300,1000.0
2229,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade10,12574.8802100,400.0
1674,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade2,9431.1577790,300.0
1691,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,34581.5469400,1100.0
2827,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade62,6001.6285390,210.0
3028,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade2,37724.6311200,1200.0
1972,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade47,7430.3577240,260.0
1972,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade77,4000.9618510,140.0
1972,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,2286.2639150,80.0
2791,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,5144.3414920,180.0
