Client_ID,Ano,Area_Comercial,Area_Hibrida,Area_Residencial,Area_Industrial,ValorPotencial
747,2021,9000.00,0.00,15000.00,0.00,3186922.4663205
1341,2021,13000.00,5000.00,8000.00,0.00,3158019.6551620
2302,2022,11500.00,1000.00,14500.00,0.00,3130352.3071578
2606,2022,13500.00,0.00,14000.00,0.00,3123013.1099954
747,2020,9000.00,0.00,15000.00,0.00,3112658.1733273
2144,2020,3300.00,0.00,4000.00,8140.00,3094960.1942008
3545,2021,553.00,0.00,6541.00,6541.00,3094786.3461121
1996,2022,11000.00,0.00,15000.00,0.00,3074247.8634053
3763,2021,5616.90,0.00,15457.57,0.00,2997128.4673610
3768,2021,6991.27,0.00,11564.82,1765.32,2992766.0681477
3545,2022,553.00,0.00,6541.00,6541.00,2977217.6355907
1341,2020,13000.00,5000.00,8000.00,0.00,2975297.6020988
480,2022,4000.00,0.00,18000.00,0.00,2967186.4180912
1557,2021,6000.00,0.00,15000.00,0.00,2951516.6995830
3763,2020,5616.90,0.00,15457.57,0.00,2947512.2112537
747,2022,9000.00,0.00,15000.00,0.00,2917310.6855803
1557,2020,6000.00,0.00,15000.00,0.00,2899326.8286263
3545,2020,553.00,0.00,6541.00,6541.00,2886146.4863717
3768,2020,6991.27,0.00,11564.82,1765.32,2880859.4553241
3451,2021,10661.00,0.00,12289.00,0.00,2868912.6788163
2623,2021,4500.00,0.00,15200.00,0.00,2866889.8850957
2326,2021,8000.00,0.00,13500.00,0.00,2860383.3607972
3339,2021,9000.00,0.00,13000.00,0.00,2856161.7775061
596,2021,0.00,0.00,9573.00,4206.00,2849706.0574567
1259,2021,3500.00,0.00,10000.00,3000.00,2831810.1389652
2623,2020,4500.00,0.00,15200.00,0.00,2825630.0114655
2326,2020,8000.00,0.00,13500.00,0.00,2794281.3111712
3768,2022,6991.27,0.00,11564.82,1765.32,2784898.6205383
3451,2020,10661.00,0.00,12289.00,0.00,2783879.7957475
3339,2020,9000.00,0.00,13000.00,0.00,2782969.6214307
690,2021,1100.00,0.00,4700.00,6290.00,2757661.7751741
3763,2022,5616.90,0.00,15457.57,0.00,2719292.2691198
596,2020,0.00,0.00,9573.00,4206.00,2715285.6638326
1259,2020,3500.00,0.00,10000.00,3000.00,2708478.6936214
1142,2021,5000.00,0.00,14000.00,0.00,2707667.7662633
605,2021,0.00,0.00,16358.00,0.00,2705291.6738129
605,2020,0.00,0.00,16358.00,0.00,2696522.6659623
1557,2022,6000.00,0.00,15000.00,0.00,2681904.9188427
596,2022,0.00,0.00,9573.00,4206.00,2677639.8189883
690,2022,1100.00,0.00,4700.00,6290.00,2673183.4172088
1142,2020,5000.00,0.00,14000.00,0.00,2663372.1044444
1341,2022,13000.00,5000.00,8000.00,0.00,2652207.7721015
1259,2022,3500.00,0.00,10000.00,3000.00,2652068.9518050
3451,2022,10661.00,0.00,12289.00,0.00,2648028.7339152
862,2021,2348.00,0.00,8993.00,3231.00,2644435.5485148
3159,2021,1500.00,0.00,6500.00,4800.00,2638061.7359347
3339,2022,9000.00,0.00,13000.00,0.00,2622498.2341979
698,2021,6000.00,0.00,13000.00,0.00,2620756.0107686
2326,2022,8000.00,0.00,13500.00,0.00,2617732.7581310
1878,2021,8000.00,0.00,12000.00,0.00,2612312.8441864
3771,2021,4145.50,0.00,8182.99,3040.34,2594111.1435181
2623,2022,4500.00,0.00,15200.00,0.00,2593683.2806122
698,2020,6000.00,0.00,13000.00,0.00,2569638.2767297
1006,2021,1000.00,0.00,15000.00,0.00,2559173.7550204
690,2020,1100.00,0.00,4700.00,6290.00,2553699.4259696
1878,2020,8000.00,0.00,12000.00,0.00,2547014.8972487
6,2021,10662.30,0.00,9885.35,240.34,2543869.9353953
1006,2020,1000.00,0.00,15000.00,0.00,2543774.5874581
678,2021,7649.00,185.00,11446.00,0.00,2523300.4127061
862,2020,2348.00,0.00,8993.00,3231.00,2523019.7725060
3159,2022,1500.00,0.00,6500.00,4800.00,2521229.9642806
1117,2021,2250.00,0.00,7350.00,3700.00,2506252.0380087
862,2022,2348.00,0.00,8993.00,3231.00,2482794.2989016
3159,2020,1500.00,0.00,6500.00,4800.00,2475992.4505274
2765,2021,2000.00,0.00,14000.00,0.00,2472261.9995257
3771,2020,4145.50,0.00,8182.99,3040.34,2465764.0452477
2689,2021,5000.00,0.00,12500.00,0.00,2459597.2496525
678,2020,7649.00,185.00,11446.00,0.00,2457819.3810399
1142,2022,5000.00,0.00,14000.00,0.00,2456030.1042390
1650,2021,6000.00,0.00,12000.00,0.00,2455375.6663614
3730,2021,6000.00,0.00,12000.00,0.00,2455375.6663614
6,2020,10662.30,0.00,9885.35,240.34,2452728.1749341
2765,2020,2000.00,0.00,14000.00,0.00,2450040.7597435
3771,2022,4145.50,0.00,8182.99,3040.34,2447029.1098061
1110,2021,8000.00,0.00,11000.00,0.00,2446932.4997792
2101,2021,8000.00,0.00,11000.00,0.00,2446932.4997792
3355,2021,8000.00,0.00,11000.00,0.00,2446932.4997792
2689,2020,5000.00,0.00,12500.00,0.00,2416105.6905220
605,2022,0.00,0.00,16358.00,0.00,2411271.0398562
1650,2020,6000.00,0.00,12000.00,0.00,2404794.0007814
3730,2020,6000.00,0.00,12000.00,0.00,2404794.0007814
863,2021,9766.00,0.00,9903.00,0.00,2404085.7899841
1878,2022,8000.00,0.00,12000.00,0.00,2396623.4195942
864,2021,2982.00,0.00,6531.00,3567.00,2388195.2889292
698,2022,6000.00,0.00,13000.00,0.00,2387092.4674604
1110,2020,8000.00,0.00,11000.00,0.00,2382170.6213004
2101,2020,8000.00,0.00,11000.00,0.00,2382170.6213004
3355,2020,8000.00,0.00,11000.00,0.00,2382170.6213004
857,2021,5000.00,0.00,12000.00,0.00,2376907.0774489
1117,2022,2250.00,0.00,7350.00,3700.00,2374142.2654460
1117,2020,2250.00,0.00,7350.00,3700.00,2372021.4873078
1446,2021,7000.00,0.00,11000.00,0.00,2368463.9108667
6,2022,10662.30,0.00,9885.35,240.34,2366189.4809459
4,2021,6823.87,0.00,11029.97,0.00,2359599.6872235
857,2020,5000.00,0.00,12000.00,0.00,2333683.5525478
863,2020,9766.00,0.00,9903.00,0.00,2326917.5021658
1446,2020,7000.00,0.00,11000.00,0.00,2311060.1730668
678,2022,7649.00,185.00,11446.00,0.00,2304173.9493493
1275,2021,12500.00,0.00,8000.00,0.00,2303900.1166640
4,2020,6823.87,0.00,11029.97,0.00,2303475.8727696
1151,2021,4000.00,0.00,12000.00,0.00,2298438.4885364
1763,2021,4000.00,0.00,12000.00,0.00,2298438.4885364
2651,2021,4000.00,0.00,12000.00,0.00,2298438.4885364
1006,2022,1000.00,0.00,15000.00,0.00,2289561.9742801
1511,2021,6900.00,0.00,10500.00,0.00,2277926.8797719
864,2022,2982.00,0.00,6531.00,3567.00,2270806.3195948
1863,2021,500.00,0.00,10000.00,1900.00,2265169.9398712
1151,2020,4000.00,0.00,12000.00,0.00,2262573.1043142
1763,2020,4000.00,0.00,12000.00,0.00,2262573.1043142
2651,2020,4000.00,0.00,12000.00,0.00,2262573.1043142
864,2020,2982.00,0.00,6531.00,3567.00,2253105.9182173
1110,2022,8000.00,0.00,11000.00,0.00,2249217.1939030
2101,2022,8000.00,0.00,11000.00,0.00,2249217.1939030
3355,2022,8000.00,0.00,11000.00,0.00,2249217.1939030
1650,2022,6000.00,0.00,12000.00,0.00,2239686.2417692
3730,2022,6000.00,0.00,12000.00,0.00,2239686.2417692
2689,2022,5000.00,0.00,12500.00,0.00,2234920.7657023
863,2022,9766.00,0.00,9903.00,0.00,2226088.0923393
1511,2020,6900.00,0.00,10500.00,0.00,2221526.9902693
2765,2022,2000.00,0.00,14000.00,0.00,2220624.3375015
3359,2021,5000.00,0.00,11000.00,0.00,2211526.7330417
3762,2021,8340.00,0.00,9400.00,0.00,2209003.2689580
1275,2020,12500.00,0.00,8000.00,0.00,2207634.8105069
942,2021,818.86,0.00,6659.61,3451.33,2204895.5054298
3216,2021,8000.00,0.00,9500.00,0.00,2198861.9831685
1863,2020,500.00,0.00,10000.00,1900.00,2197725.9149695
1477,2021,9000.00,0.00,9000.00,0.00,2194640.3998774
3303,2021,9000.00,0.00,9000.00,0.00,2194640.3998774
2102,2021,8992.00,0.00,8992.00,0.00,2192689.6084108
1446,2022,7000.00,0.00,11000.00,0.00,2170748.6049905
3359,2020,5000.00,0.00,11000.00,0.00,2168839.2765995
4,2022,6823.87,0.00,11029.97,0.00,2161345.6970093
857,2022,5000.00,0.00,12000.00,0.00,2161217.6528567
1275,2022,12500.00,0.00,8000.00,0.00,2160107.1669358
86,2021,4559.00,0.00,10800.00,0.00,2143846.0164498
3762,2020,8340.00,0.00,9400.00,0.00,2142597.3321826
3216,2020,8000.00,0.00,9500.00,0.00,2134904.2073780
1750,2021,4900.00,0.00,6900.00,2000.00,2127864.8845473
1477,2020,9000.00,0.00,9000.00,0.00,2123592.5176375
3303,2020,9000.00,0.00,9000.00,0.00,2123592.5176375
2320,2021,7030.00,0.00,9500.00,0.00,2122747.4519233
2102,2020,8992.00,0.00,8992.00,0.00,2121704.8798440
1379,2021,8000.00,0.00,9000.00,0.00,2116171.8109649
86,2020,4559.00,0.00,10800.00,0.00,2104510.7137388
942,2020,818.86,0.00,6659.61,3451.33,2089209.4698593
1511,2022,6900.00,0.00,10500.00,0.00,2089198.6332537
190,2021,7000.00,0.00,9300.00,0.00,2087317.3253745
1863,2022,500.00,0.00,10000.00,1900.00,2085428.7527110
942,2022,818.86,0.00,6659.61,3451.33,2085194.8846874
1151,2022,4000.00,0.00,12000.00,0.00,2082749.0639442
1763,2022,4000.00,0.00,12000.00,0.00,2082749.0639442
2651,2022,4000.00,0.00,12000.00,0.00,2082749.0639442
189,2021,1500.00,0.00,5500.00,3500.00,2081222.5169244
1247,2021,1500.00,0.00,5500.00,3500.00,2081222.5169244
1522,2021,3385.00,185.00,10754.00,0.00,2074267.1512534
1814,2021,4700.00,0.00,10300.00,0.00,2072219.9152829
1011,2021,4300.00,0.00,10470.00,0.00,2068947.1382671
2320,2020,7030.00,0.00,9500.00,0.00,2065927.0725913
1379,2020,8000.00,0.00,9000.00,0.00,2052482.0694038
2,2021,6900.00,0.00,9100.00,0.00,2046394.3976018
1120,2021,5000.00,0.00,10000.00,0.00,2046146.3886345
1522,2020,3385.00,185.00,10754.00,0.00,2040532.1908155
3762,2022,8340.00,0.00,9400.00,0.00,2040046.5530274
3232,2021,5500.00,0.00,9700.00,0.00,2035766.5797686
1477,2022,9000.00,0.00,9000.00,0.00,2032873.3314332
3303,2022,9000.00,0.00,9000.00,0.00,2032873.3314332
1814,2020,4700.00,0.00,10300.00,0.00,2032115.1489656
1011,2020,4300.00,0.00,10470.00,0.00,2031694.4965834
2403,2021,7464.00,0.00,8741.00,0.00,2031279.1381063
2102,2022,8992.00,0.00,8992.00,0.00,2031066.3329164
190,2020,7000.00,0.00,9300.00,0.00,2030824.9039547
3216,2022,8000.00,0.00,9500.00,0.00,2028107.8553663
1750,2020,4900.00,0.00,6900.00,2000.00,2026632.9439352
3359,2022,5000.00,0.00,11000.00,0.00,2013811.4271655
1120,2020,5000.00,0.00,10000.00,0.00,2003995.0006512
1750,2022,4900.00,0.00,6900.00,2000.00,2003843.4654067
2,2020,6900.00,0.00,9100.00,0.00,1990745.0039417
3232,2020,5500.00,0.00,9700.00,0.00,1990096.9419835
1219,2021,8000.00,0.00,8220.00,0.00,1987175.1423272
189,2022,1500.00,0.00,5500.00,3500.00,1982364.8639863
1247,2022,1500.00,0.00,5500.00,3500.00,1982364.8639863
3764,2021,4630.64,0.00,7322.45,1331.50,1975293.3137233
2403,2020,7464.00,0.00,8741.00,0.00,1971672.2016800
3015,2021,4000.00,0.00,10000.00,0.00,1967677.7997220
189,2020,1500.00,0.00,5500.00,3500.00,1959650.1162735
1247,2020,1500.00,0.00,5500.00,3500.00,1959650.1162735
1379,2022,8000.00,0.00,9000.00,0.00,1954404.7425207
2320,2022,7030.00,0.00,9500.00,0.00,1951993.3241211
86,2022,4559.00,0.00,10800.00,0.00,1949725.5343168
3015,2020,4000.00,0.00,10000.00,0.00,1932884.5524176
1219,2020,8000.00,0.00,8220.00,0.00,1923903.5341642
190,2022,7000.00,0.00,9300.00,0.00,1920158.0213155
985,2021,3200.00,0.00,10000.00,0.00,1904902.9285920
3764,2020,4630.64,0.00,7322.45,1331.50,1896365.9810677
2548,2021,10400.00,0.00,6500.00,0.00,1891045.5633369
1814,2022,4700.00,0.00,10300.00,0.00,1887086.4925079
2,2022,6900.00,0.00,9100.00,0.00,1882829.9172860
1965,2021,5000.00,0.00,9000.00,0.00,1880766.0442273
1011,2022,4300.00,0.00,10470.00,0.00,1880758.1153104
1,2021,6000.00,0.00,8500.00,0.00,1876544.4609362
985,2020,3200.00,0.00,10000.00,0.00,1875996.1938307
2403,2022,7464.00,0.00,8741.00,0.00,1874167.3664096
2151,2021,7000.00,0.00,8000.00,0.00,1872322.8776452
1212,2021,3000.00,0.00,9000.00,480.00,1868367.5277942
1522,2022,3385.00,185.00,10754.00,0.00,1867578.7780480
1120,2022,5000.00,0.00,10000.00,0.00,1866405.2014743
3761,2021,0.00,0.00,4000.00,4000.00,1866010.2225614
3232,2022,5500.00,0.00,9700.00,0.00,1861417.6282232
1354,2021,6000.00,0.00,8400.00,0.00,1860006.4264955
3029,2021,7600.00,0.00,7600.00,0.00,1853251.8932298
3764,2022,4630.64,0.00,7322.45,1331.50,1843678.7281311
1219,2022,8000.00,0.00,8220.00,0.00,1839427.8864816
1965,2020,5000.00,0.00,9000.00,0.00,1839150.7247029
1,2020,6000.00,0.00,8500.00,0.00,1827839.0349624
1212,2020,3000.00,0.00,9000.00,480.00,1826713.7266869
2151,2020,7000.00,0.00,8000.00,0.00,1816527.3452219
1354,2020,6000.00,0.00,8400.00,0.00,1811354.6073676
2548,2020,10400.00,0.00,6500.00,0.00,1811036.4552938
1398,2021,4000.00,0.00,9000.00,0.00,1802297.4553148
3761,2022,0.00,0.00,4000.00,4000.00,1794113.7476973
3029,2020,7600.00,0.00,7600.00,0.00,1793255.9037828
3015,2022,4000.00,0.00,10000.00,0.00,1787936.6125618
726,2021,480.00,0.00,4628.00,3265.00,1786209.1762708
2548,2022,10400.00,0.00,6500.00,0.00,1774213.7916828
1398,2020,4000.00,0.00,9000.00,0.00,1768040.2764693
898,2021,4300.00,0.00,8500.00,0.00,1743147.8597850
3761,2020,0.00,0.00,4000.00,4000.00,1740909.5908874
2454,2021,4200.00,0.00,5750.00,1500.00,1732188.3706237
2151,2022,7000.00,0.00,8000.00,0.00,1728529.9279170
985,2022,3200.00,0.00,10000.00,0.00,1725161.7414318
1,2022,6000.00,0.00,8500.00,0.00,1723764.4518501
1965,2022,5000.00,0.00,9000.00,0.00,1718998.9757831
3029,2022,7600.00,0.00,7600.00,0.00,1716648.5909880
1108,2021,5000.00,0.00,8000.00,0.00,1715385.6998201
1354,2022,6000.00,0.00,8400.00,0.00,1709023.8292810
898,2020,4300.00,0.00,8500.00,0.00,1706951.2729652
1212,2022,3000.00,0.00,9000.00,480.00,1706600.4593500
726,2022,480.00,0.00,4628.00,3265.00,1703024.9548530
2196,2021,4800.00,0.00,8000.00,0.00,1699691.9820376
2157,2021,3100.00,0.00,8800.00,0.00,1698599.6564121
1300,2021,3200.00,0.00,8692.00,0.00,1688585.4381074
726,2020,480.00,0.00,4628.00,3265.00,1679833.2168315
2243,2021,4000.00,0.00,5500.00,1500.00,1675149.5667394
1108,2020,5000.00,0.00,8000.00,0.00,1674306.4487546
2157,2020,3100.00,0.00,8800.00,0.00,1671072.0178693
437,2021,200.00,0.00,10000.00,0.00,1669497.1618544
437,2020,200.00,0.00,10000.00,0.00,1662664.8491297
1300,2020,3200.00,0.00,8692.00,0.00,1660379.8808903
2196,2020,4800.00,0.00,8000.00,0.00,1660084.3591079
2454,2020,4200.00,0.00,5750.00,1500.00,1652093.1519443
1678,2021,2000.00,0.00,9000.00,0.00,1645360.2774898
3767,2021,4387.54,0.00,7860.42,0.00,1644243.0393824
1398,2022,4000.00,0.00,9000.00,0.00,1640530.3868706
262,2021,800.00,0.00,9500.00,0.00,1633888.1429984
1035,2021,5000.00,0.00,7500.00,0.00,1632695.5276165
2216,2021,5000.00,0.00,7500.00,0.00,1632695.5276165
2539,2021,5000.00,0.00,7500.00,0.00,1632695.5276165
2454,2022,4200.00,0.00,5750.00,1500.00,1628837.1880066
1678,2020,2000.00,0.00,9000.00,0.00,1625819.3800020
262,2020,800.00,0.00,9500.00,0.00,1622908.9800958
3765,2021,1160.06,0.00,4420.31,2646.18,1618884.2343614
2789,2021,6600.00,0.00,6600.00,0.00,1609402.9599101
3767,2020,4387.54,0.00,7860.42,0.00,1607745.1795926
2457,2021,2500.00,0.00,4625.00,2120.00,1599434.6529788
2243,2020,4000.00,0.00,5500.00,1500.00,1596659.9933105
1035,2020,5000.00,0.00,7500.00,0.00,1591884.3107805
2216,2020,5000.00,0.00,7500.00,0.00,1591884.3107805
2539,2020,5000.00,0.00,7500.00,0.00,1591884.3107805
898,2022,4300.00,0.00,8500.00,0.00,1590367.8506988
263,2021,5500.00,0.00,7000.00,0.00,1589239.6498692
1269,2021,1220.00,0.00,4162.00,2644.00,1580211.7983965
2100,2021,6000.00,0.00,6700.00,0.00,1578859.8410033
2103,2021,6472.00,0.00,6472.00,0.00,1578190.2964452
2243,2022,4000.00,0.00,5500.00,1500.00,1576291.9138013
1466,2021,3200.00,0.00,8000.00,0.00,1574142.2397776
1108,2022,5000.00,0.00,8000.00,0.00,1571592.7500920
2789,2020,6600.00,0.00,6600.00,0.00,1557301.1796008
2196,2022,4800.00,0.00,8000.00,0.00,1555899.0323095
226,2021,5000.00,0.00,7000.00,0.00,1550005.3554129
1445,2021,5000.00,0.00,7000.00,0.00,1550005.3554129
1805,2021,5000.00,0.00,7000.00,0.00,1550005.3554129
3099,2021,5000.00,0.00,7000.00,0.00,1550005.3554129
3503,2021,5000.00,0.00,7000.00,0.00,1550005.3554129
8,2021,0.00,0.00,9365.07,0.00,1548798.5019975
1466,2020,3200.00,0.00,8000.00,0.00,1546307.6419341
263,2020,5500.00,0.00,7000.00,0.00,1545017.3969231
8,2020,0.00,0.00,9365.07,0.00,1543778.1833552
2157,2022,3100.00,0.00,8800.00,0.00,1540427.4117111
3765,2022,1160.06,0.00,4420.31,2646.18,1539433.0576598
1121,2021,1864.00,0.00,4266.00,2280.00,1538336.6405856
1300,2022,3200.00,0.00,8692.00,0.00,1532354.3982277
2100,2020,6000.00,0.00,6700.00,0.00,1531119.3382555
2103,2020,6472.00,0.00,6472.00,0.00,1527098.9749055
3765,2020,1160.06,0.00,4420.31,2646.18,1526637.5971696
2254,2021,5534.00,0.00,6595.00,0.00,1524928.5424073
2457,2022,2500.00,0.00,4625.00,2120.00,1516304.3539173
2457,2020,2500.00,0.00,4625.00,2120.00,1513393.1150049
2814,2021,4500.00,0.00,7000.00,0.00,1510771.0609567
226,2020,5000.00,0.00,7000.00,0.00,1509462.1728063
1445,2020,5000.00,0.00,7000.00,0.00,1509462.1728063
1805,2020,5000.00,0.00,7000.00,0.00,1509462.1728063
3099,2020,5000.00,0.00,7000.00,0.00,1509462.1728063
3503,2020,5000.00,0.00,7000.00,0.00,1509462.1728063
1269,2022,1220.00,0.00,4162.00,2644.00,1505403.5163004
3767,2022,4387.54,0.00,7860.42,0.00,1502958.9171446
1035,2022,5000.00,0.00,7500.00,0.00,1497889.6372464
2216,2022,5000.00,0.00,7500.00,0.00,1497889.6372464
2539,2022,5000.00,0.00,7500.00,0.00,1497889.6372464
